policy_domain,target_id,target_item_id,target_image_url,target_title,target_description,target_real_approval_label,target_predicted_approval_label,target_predicted_rejection_comment,example_id,example_item_id,example_image_url,example_title,example_description,example_approval_label,example_predicted_rejection_reason,example_predicted_sub_rejection,example_predicted_rejection_comment
Misrepresentative,130600102,3610869731,http://cdn.taboola.com/libtrc/static/thumbnails/481fe51b2d9824c37ff4532edf2eb775.png,This Is Beneficial For Everyone,(null),rejected,rejected,"We found the thumbnail image misrepresented the product/service or content in the funnel. The thumbnail image: Did not relate to either the title, the content on the landing page or the product/service advertised. For example: Showing picture of a woman that is unrelated to solar panels. To improve your thumbnail image, consider replacing it with one that better matches the rest of the ad.",137512639,3583700192,http://cdn.taboola.com/libtrc/static/thumbnails/8ef8922cf39ef014d59b4a8a766bab37.jpeg,This Is How Much A Cremation Plan Should Really Cost,(null),approved,(null),(null),(null)
Misrepresentative,130600102,3610869731,http://cdn.taboola.com/libtrc/static/thumbnails/481fe51b2d9824c37ff4532edf2eb775.png,This Is Beneficial For Everyone,(null),rejected,rejected,"We found the thumbnail image misrepresented the product/service or content in the funnel. The thumbnail image: Did not relate to either the title, the content on the landing page or the product/service advertised. For example: Showing picture of a woman that is unrelated to solar panels. To improve your thumbnail image, consider replacing it with one that better matches the rest of the ad.",206385182,3974401975,http://cdn.taboola.com/libtrc/static/thumbnails/f5b93d7a7edc979f94171491217829ba.png,Uncovered: This Is How Much A Will Should Actually Cost,(null),approved,(null),(null),(null)
Misrepresentative,130600102,3610869731,http://cdn.taboola.com/libtrc/static/thumbnails/481fe51b2d9824c37ff4532edf2eb775.png,This Is Beneficial For Everyone,(null),rejected,rejected,"We found the thumbnail image misrepresented the product/service or content in the funnel. The thumbnail image: Did not relate to either the title, the content on the landing page or the product/service advertised. For example: Showing picture of a woman that is unrelated to solar panels. To improve your thumbnail image, consider replacing it with one that better matches the rest of the ad.",206478713,3919763122,http://cdn.taboola.com/libtrc/static/thumbnails/2453e4be1d19a85d1c47faf583f9a82a.png,New $325 Grocery Allowance For Everyone On Medicare In ${country:capitalized}$,Seniors on medicare can now receive a benefits card of up to $2880 through a Medicare Advantage Plan.,approved,(null),(null),(null)
Misrepresentative,130600102,3610869731,http://cdn.taboola.com/libtrc/static/thumbnails/481fe51b2d9824c37ff4532edf2eb775.png,This Is Beneficial For Everyone,(null),rejected,rejected,"We found the thumbnail image misrepresented the product/service or content in the funnel. The thumbnail image: Did not relate to either the title, the content on the landing page or the product/service advertised. For example: Showing picture of a woman that is unrelated to solar panels. To improve your thumbnail image, consider replacing it with one that better matches the rest of the ad.",130600103,3610869741,http://cdn.taboola.com/libtrc/static/thumbnails/824994160c28a36fdc9e975f4cc7a084.png,This Is Beneficial For Everyone,(null),rejected,THUMBNAIL_CONTENT_MISMATCH,"Did Not Relate To Either The Title, The Content On The Landing Page Or The Product/Service Advertised","We found the thumbnail image misrepresented the product/service or content in the funnel. The thumbnail image: 
Did not relate to either the title, the content on the landing page or the product/service advertised.
For example: Showing picture of a woman that is unrelated to solar panels.
To improve your thumbnail image, consider replacing it with one that better matches the rest of the ad."
Misrepresentative,130600102,3610869731,http://cdn.taboola.com/libtrc/static/thumbnails/481fe51b2d9824c37ff4532edf2eb775.png,This Is Beneficial For Everyone,(null),rejected,rejected,"We found the thumbnail image misrepresented the product/service or content in the funnel. The thumbnail image: Did not relate to either the title, the content on the landing page or the product/service advertised. For example: Showing picture of a woman that is unrelated to solar panels. To improve your thumbnail image, consider replacing it with one that better matches the rest of the ad.",138208638,3677283550,http://cdn.taboola.com/libtrc/static/thumbnails/3f7cedeb7af75736c4c54dcaf0df140a.jpg,"New ""Grocery Allowance"" Everyone On Medicare Can apply For",(null),rejected,THUMBNAIL_CONTENT_MISMATCH,Contained Inaccurate Information,"We found the thumbnail image misrepresented the product/service or content in the funnel. The thumbnail image: 
Contained inaccurate information.
For example: image features 8 no cost covid test kits which is not featured on the landing page
To improve your thumbnail image, consider replacing it with one that better matches the rest of the ad."
Misrepresentative,130600102,3610869731,http://cdn.taboola.com/libtrc/static/thumbnails/481fe51b2d9824c37ff4532edf2eb775.png,This Is Beneficial For Everyone,(null),rejected,rejected,"We found the thumbnail image misrepresented the product/service or content in the funnel. The thumbnail image: Did not relate to either the title, the content on the landing page or the product/service advertised. For example: Showing picture of a woman that is unrelated to solar panels. To improve your thumbnail image, consider replacing it with one that better matches the rest of the ad.",153839544,3729775918,http://cdn.taboola.com/libtrc/static/thumbnails/027a75a392e95411df5f97dfd03d590f.jpg,Singapore Is First To Eliminate Poverty Using This AI-Tool,(null),rejected,TITLE_EXAGGERATED_CLAIM,Made Guarantees Or Promises,"We found the title misrepresented the product/service or content in the ad. The title:

• Made guarantees or promises.

For example: Eliminate debt .

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.
"
Misrepresentative,130600102,3610869731,http://cdn.taboola.com/libtrc/static/thumbnails/481fe51b2d9824c37ff4532edf2eb775.png,This Is Beneficial For Everyone,(null),rejected,rejected,"We found the thumbnail image misrepresented the product/service or content in the funnel. The thumbnail image: Did not relate to either the title, the content on the landing page or the product/service advertised. For example: Showing picture of a woman that is unrelated to solar panels. To improve your thumbnail image, consider replacing it with one that better matches the rest of the ad.",156349302,3767735244,http://cdn.taboola.com/libtrc/static/thumbnails/a712bc92e03e7009a820f6bc947fd352.jpg,This ${city:capitalized}$ Is Offering Over 11.7% Interest Saving Accounts,(null),rejected,TITLE_EXAGGERATED_CLAIM,Made Guarantees Or Promises,"We found the title misrepresented the product/service or content in the ad. The title:

• Made guarantees or promises.

For example: Here's How Seniors Can Now Get 12% Interest Savings Accounts.

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made. "
Misrepresentative,130600102,3610869731,http://cdn.taboola.com/libtrc/static/thumbnails/481fe51b2d9824c37ff4532edf2eb775.png,This Is Beneficial For Everyone,(null),rejected,rejected,"We found the thumbnail image misrepresented the product/service or content in the funnel. The thumbnail image: Did not relate to either the title, the content on the landing page or the product/service advertised. For example: Showing picture of a woman that is unrelated to solar panels. To improve your thumbnail image, consider replacing it with one that better matches the rest of the ad.",148393805,3714342577,http://cdn.taboola.com/libtrc/static/thumbnails/45e6d9e4eb4a5360f12729ce6c25ecde.png,New York: This 5% Interest Savings Account Is Getting Everyones Attention,(null),rejected,TITLE_EXAGGERATED_CLAIM,Made Guarantees Or Promises,"We found the title misrepresented the product/service or content in the ad. The title:

• Made guarantees or promises.

For example: New York: This 5% Interest Savings Account Is Getting Everyones Attention.

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made. "
Misrepresentative,150249440,3719472025,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1305523759__iAitBHOe.jpg,"Cryptocurrencies, NFTs: A Guide to Promising Investment Opportunities",Have a look at the most bought Cryptos and NFTs for this month and reshape your investment plan.,rejected,rejected,We found the title misrepresented the product/service or content in the ad. The title:,208626796,4014846578,http://cdn.taboola.com/libtrc/static/thumbnails/18df4df0d093ab74895c17de421ceac8.jpg,Cheap health insurance that doesn’t cost much (take a look at prices),(null),approved,(null),(null),(null)
Misrepresentative,150249440,3719472025,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1305523759__iAitBHOe.jpg,"Cryptocurrencies, NFTs: A Guide to Promising Investment Opportunities",Have a look at the most bought Cryptos and NFTs for this month and reshape your investment plan.,rejected,rejected,We found the title misrepresented the product/service or content in the ad. The title:,209301252,4031320505,http://cdn.taboola.com/libtrc/static/thumbnails/d3b8922fa1bb0cc038b4425d2dcb6853.jpg,"Texas, Ready for a Simple Electricity Plan?","Your lifestyle, your plan. We offer a range of simple electricity plans to suit every need.",approved,(null),(null),(null)
Misrepresentative,150249440,3719472025,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1305523759__iAitBHOe.jpg,"Cryptocurrencies, NFTs: A Guide to Promising Investment Opportunities",Have a look at the most bought Cryptos and NFTs for this month and reshape your investment plan.,rejected,rejected,We found the title misrepresented the product/service or content in the ad. The title:,206405026,3973886633,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION_OUTCROP/ESD/7c6e9863-b322-4d84-8b93-a5c53b335280__5dduyK4I.jpg,Will This Genius AI Replace Doctors?,Some folks believe that AI will eventually become too powerful and take full control of everything . In this report we look at the full ramifications of Ai and what might be one of the best.,approved,(null),(null),(null)
Misrepresentative,150249440,3719472025,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1305523759__iAitBHOe.jpg,"Cryptocurrencies, NFTs: A Guide to Promising Investment Opportunities",Have a look at the most bought Cryptos and NFTs for this month and reshape your investment plan.,rejected,rejected,We found the title misrepresented the product/service or content in the ad. The title:,192206773,3931271008,http://cdn.taboola.com/libtrc/static/thumbnails/8c8f64bb187b5d9cb673d8c3171d706f.jpg,Put a Dragon in your ISA,Enjoy the benefits of tax-efficient investing with Templeton Emerging Markets Investment Trust. Capital at risk.,approved,(null),(null),(null)
Misrepresentative,150249440,3719472025,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1305523759__iAitBHOe.jpg,"Cryptocurrencies, NFTs: A Guide to Promising Investment Opportunities",Have a look at the most bought Cryptos and NFTs for this month and reshape your investment plan.,rejected,rejected,We found the title misrepresented the product/service or content in the ad. The title:,209735403,4032964878,http://cdn.taboola.com/libtrc/static/thumbnails/e4405d2868066da5a5c353c25ddbe66c.jpg,How much does your car really cost? Take a look here!,Find an accurate valuation of the car you’re looking to sell,approved,(null),(null),(null)
Misrepresentative,150249440,3719472025,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1305523759__iAitBHOe.jpg,"Cryptocurrencies, NFTs: A Guide to Promising Investment Opportunities",Have a look at the most bought Cryptos and NFTs for this month and reshape your investment plan.,rejected,rejected,We found the title misrepresented the product/service or content in the ad. The title:,150225014,3719471937,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1305523759__iAitBHOe.jpg,Best Cryptos to buy right now,Have a look at the most bought Cryptos and NFTs for this month and reshape your investment plan.,rejected,TITLE_CONTENT_MISMATCH,"Did Not Relate To Either The Thumbnail Image, The Content On The Landing Page Or The Product/Service Advertised","We found the title misrepresented the product/service or content in the ad. The title:

• Did not relate to either the thumbnail image, the content on the landing page or the product/service advertised.

For example: Best Cryptos to buy right now, while the landing page is about ""These 4 Free Software will Speed Up your PC like new!"".

To improve your title, consider rewriting it or replacing it with one that better matches the rest of the ad. "
Misrepresentative,150249440,3719472025,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1305523759__iAitBHOe.jpg,"Cryptocurrencies, NFTs: A Guide to Promising Investment Opportunities",Have a look at the most bought Cryptos and NFTs for this month and reshape your investment plan.,rejected,rejected,We found the title misrepresented the product/service or content in the ad. The title:,150225007,3719471996,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1305523759__iAitBHOe.jpg,${city:capitalized}$: Popular Cryptos in Your City,Have a look at the most bought Cryptos and NFTs for this month and reshape your investment plan.,rejected,TITLE_CONTENT_MISMATCH,"Did Not Relate To Either The Thumbnail Image, The Content On The Landing Page Or The Product/Service Advertised","We found the title misrepresented the product/service or content in the ad. The title:

• Did not relate to either the thumbnail image, the content on the landing page or the product/service advertised.

For example: Best Cryptos to buy right now, while the landing page is about ""These 4 Free Software will Speed Up your PC like new!"".

To improve your title, consider rewriting it or replacing it with one that better matches the rest of the ad. "
Misrepresentative,150249440,3719472025,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1305523759__iAitBHOe.jpg,"Cryptocurrencies, NFTs: A Guide to Promising Investment Opportunities",Have a look at the most bought Cryptos and NFTs for this month and reshape your investment plan.,rejected,rejected,We found the title misrepresented the product/service or content in the ad. The title:,150225021,3719471949,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1305523759__iAitBHOe.jpg,These are the hottest crypto currencies to buy!,Have a look at the most bought Cryptos and NFTs for this month and reshape your investment plan.,rejected,TITLE_CONTENT_MISMATCH,"Did Not Relate To Either The Thumbnail Image, The Content On The Landing Page Or The Product/Service Advertised","We found the title misrepresented the product/service or content in the ad. The title:

• Did not relate to either the thumbnail image, the content on the landing page or the product/service advertised.

For example: Best Cryptos to buy right now, while the landing page is about ""These 4 Free Software will Speed Up your PC like new!"".

To improve your title, consider rewriting it or replacing it with one that better matches the rest of the ad. "
Misrepresentative,150249440,3719472025,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1305523759__iAitBHOe.jpg,"Cryptocurrencies, NFTs: A Guide to Promising Investment Opportunities",Have a look at the most bought Cryptos and NFTs for this month and reshape your investment plan.,rejected,rejected,We found the title misrepresented the product/service or content in the ad. The title:,156374521,3771999975,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/SKP/1425367991__hh4kwNhJ.jpg,I Gained Financial Freedom with This Guide,Unlock the earning potential of your cash app and improve your financial knowledge with this unique guide.,rejected,TITLE_EXAGGERATED_CLAIM,Made Guarantees Or Promises,"We found the title misrepresented the product/service or content in the ad. The title:

• Made guarantees or promises.


To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made. "
Misrepresentative,150249440,3719472025,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1305523759__iAitBHOe.jpg,"Cryptocurrencies, NFTs: A Guide to Promising Investment Opportunities",Have a look at the most bought Cryptos and NFTs for this month and reshape your investment plan.,rejected,rejected,We found the title misrepresented the product/service or content in the ad. The title:,199670308,3950806005,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION/ESD/885ff47a-ddc5-4b03-94f5-3217c44e86a0__LIWUHx8h.jpg,Turn $249 into More: Amazon Investment Guide [Find out how],Smart Investment,rejected,TITLE_CONTENT_MISMATCH,Contained Incorrect Promotional Details,"We found the title misrepresented the product/service or content in the ad. The title:

• Contained incorrect promotional details.

For example: Misleading users as they are investing into other investment products / CFD not mentioned in title.

To improve your title, consider rewriting it or replacing it with one that better matches the rest of the ad. "
Misrepresentative,208275048,4003470596,http://cdn.taboola.com/libtrc/static/thumbnails/24c9cff2af85507f12b5099035344f88.png,"If you were born between 1954 and 1994, you might make extra cash!",(null),rejected,rejected,"The title misrepresents the product/service or content in the ad. The title: • Made guarantees or promises. For example: Exaggerated claims. To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.",199271167,3949869239,http://cdn.taboola.com/libtrc/static/thumbnails/2378e0f6807577ac4c4f85097a9d335d.jpg,"Invest in Amazon now, and you might experience positive financial changes sooner than expected.",(null),approved,(null),(null),(null)
Misrepresentative,208275048,4003470596,http://cdn.taboola.com/libtrc/static/thumbnails/24c9cff2af85507f12b5099035344f88.png,"If you were born between 1954 and 1994, you might make extra cash!",(null),rejected,rejected,"The title misrepresents the product/service or content in the ad. The title: • Made guarantees or promises. For example: Exaggerated claims. To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.",133623628,3655351981,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/SKP/1361507082__DjZ1nDsV.jpg,CFD: Calculate how much you could make investing in Chat GPT ,(null),approved,(null),(null),(null)
Misrepresentative,208275048,4003470596,http://cdn.taboola.com/libtrc/static/thumbnails/24c9cff2af85507f12b5099035344f88.png,"If you were born between 1954 and 1994, you might make extra cash!",(null),rejected,rejected,"The title misrepresents the product/service or content in the ad. The title: • Made guarantees or promises. For example: Exaggerated claims. To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.",141424122,3687973842,http://cdn.taboola.com/libtrc/static/thumbnails/e2e211e59f8a79c090d428c13108262d.png,8 ways to earn money from your phone,Do you want an extra income? See here 8 ways to earn money from your phone. It's free and easy and you can start today.,approved,(null),(null),(null)
Misrepresentative,208275048,4003470596,http://cdn.taboola.com/libtrc/static/thumbnails/24c9cff2af85507f12b5099035344f88.png,"If you were born between 1954 and 1994, you might make extra cash!",(null),rejected,rejected,"The title misrepresents the product/service or content in the ad. The title: • Made guarantees or promises. For example: Exaggerated claims. To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.",149920384,3718659470,http://cdn.taboola.com/libtrc/static/thumbnails/fa14ff2ec82737290568934ec5023d01.jpg,Find out if you're due €500,If you rent,approved,(null),(null),(null)
Misrepresentative,208275048,4003470596,http://cdn.taboola.com/libtrc/static/thumbnails/24c9cff2af85507f12b5099035344f88.png,"If you were born between 1954 and 1994, you might make extra cash!",(null),rejected,rejected,"The title misrepresents the product/service or content in the ad. The title: • Made guarantees or promises. For example: Exaggerated claims. To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.",199934637,3948387395,http://cdn.taboola.com/libtrc/static/thumbnails/2e447ef66d0d108d697f57924c6f9df5.png,Check If You're Owed Compensation From Close Brothers For Mis-sold PCP,Free online check to see if any of your PCP finance agreements between 2007-2021 were mis-sold to you. You could be owed £1000’s per vehicle!,approved,(null),(null),(null)
Misrepresentative,208275048,4003470596,http://cdn.taboola.com/libtrc/static/thumbnails/24c9cff2af85507f12b5099035344f88.png,"If you were born between 1954 and 1994, you might make extra cash!",(null),rejected,rejected,"The title misrepresents the product/service or content in the ad. The title: • Made guarantees or promises. For example: Exaggerated claims. To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.",184941101,3915225427,http://cdn.taboola.com/libtrc/static/thumbnails/f707882f53e54d0a2c751d2ed7d39604.png," Put $250 in Amazon now, and you might experience positive financial changes sooner thanexpected.",(null),rejected,TITLE_CONTENT_MISMATCH,Contained Incorrect Promotional Details,"We found the title misrepresented the product/service or content in the ad. The title:

• Contained incorrect promotional details.

For example: Mislead users into thinking they are purchasing stocks, cryptocurrency or any other investment/ CFD not mentioned in title.

To improve your title, consider rewriting it or replacing it with one that better matches the rest of the ad. "
