policy_domain,target_id,target_item_id,target_image_url,target_title,target_description,target_real_approval_label,target_predicted_approval_label,target_predicted_rejection_comment,example_id,example_item_id,example_image_url,example_title,example_description,example_approval_label,example_predicted_rejection_reason,example_predicted_sub_rejection,example_predicted_rejection_comment
Health Claims,201202737,3945289346,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION/ESD/be9d6e7e-42bf-4440-a9df-a5e4a433b903__yNn0xImT.jpg,Forbes: Say Goodbye to Your Credit Card Debt By Doing This,"If you’re feeling overwhelmed by credit card bills and loans amounting to $20,000 or more, read this.",rejected,rejected,"We found the title misrepresented the product/service or content in the ad. The title used absolute language. For example: ""Say Goodbye to Your Credit Card Debt By Doing This"". To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.",155945927,3751430770,http://cdn.taboola.com/libtrc/static/thumbnails/8f7793077f3af7979f05716ec8d61b44.jpg,Best Cheap Real Estate Investing in ${region:capitalized}$,Best Top Rated Real Estate Investing - 7 Tips to Investment Easy & Professionally - Save Your Time & Money - Professional Investment Services & Best Investment Ideas,approved,(null),(null),(null)
Health Claims,201202737,3945289346,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION/ESD/be9d6e7e-42bf-4440-a9df-a5e4a433b903__yNn0xImT.jpg,Forbes: Say Goodbye to Your Credit Card Debt By Doing This,"If you’re feeling overwhelmed by credit card bills and loans amounting to $20,000 or more, read this.",rejected,rejected,"We found the title misrepresented the product/service or content in the ad. The title used absolute language. For example: ""Say Goodbye to Your Credit Card Debt By Doing This"". To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.",161576674,3842778594,http://c3.taboola.com/libtrc/static/thumbnails/so_auto/f_jpg/v1698274351/niuw7hqif35alxmnvbxg.jpg,Every Homeowner Should Be Aware Of This New Solar Program With $0 Upfront Cost If You Qualify,(null),approved,(null),(null),(null)
Health Claims,201202737,3945289346,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION/ESD/be9d6e7e-42bf-4440-a9df-a5e4a433b903__yNn0xImT.jpg,Forbes: Say Goodbye to Your Credit Card Debt By Doing This,"If you’re feeling overwhelmed by credit card bills and loans amounting to $20,000 or more, read this.",rejected,rejected,"We found the title misrepresented the product/service or content in the ad. The title used absolute language. For example: ""Say Goodbye to Your Credit Card Debt By Doing This"". To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.",200185405,3952027694,http://cdn.taboola.com/libtrc/static/thumbnails/248e00dc44260ccd641be1110b83074e.png,People Born 1944-1973 With No Life Insurance Could Get This,(null),approved,(null),(null),(null)
Health Claims,201202737,3945289346,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION/ESD/be9d6e7e-42bf-4440-a9df-a5e4a433b903__yNn0xImT.jpg,Forbes: Say Goodbye to Your Credit Card Debt By Doing This,"If you’re feeling overwhelmed by credit card bills and loans amounting to $20,000 or more, read this.",rejected,rejected,"We found the title misrepresented the product/service or content in the ad. The title used absolute language. For example: ""Say Goodbye to Your Credit Card Debt By Doing This"". To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.",203519159,3959504695,http://cdn.taboola.com/libtrc/static/thumbnails/2af6168206d5c9e8dd1327fbfa8eb8cc.png,Ovarian/Uterine Cancer from Hair Straighteners?,Compensation May Be Available for Affected Women. Check Your Eligibility.,rejected,TITLE_EXAGGERATED_CLAIM,Mentioned A Serious Disease,"We found the title misrepresented the product/service or content in the ad. The title:

• Mentioned a serious disease.


To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made. "
Health Claims,201202737,3945289346,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION/ESD/be9d6e7e-42bf-4440-a9df-a5e4a433b903__yNn0xImT.jpg,Forbes: Say Goodbye to Your Credit Card Debt By Doing This,"If you’re feeling overwhelmed by credit card bills and loans amounting to $20,000 or more, read this.",rejected,rejected,"We found the title misrepresented the product/service or content in the ad. The title used absolute language. For example: ""Say Goodbye to Your Credit Card Debt By Doing This"". To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.",169662698,3880055538,http://cdn.taboola.com/libtrc/static/thumbnails/5afd4318ac16601cd75fef453fcf75a7.jpg,How to fix your credit Score?,(null),rejected,TITLE_EXAGGERATED_CLAIM,Used Absolute Language,"We found the title misrepresented the product/service or content in the ad. The title:

• Used absolute language.

For example: The promotion of credit repair services is prohibited   .

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.   "
Health Claims,201202737,3945289346,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION/ESD/be9d6e7e-42bf-4440-a9df-a5e4a433b903__yNn0xImT.jpg,Forbes: Say Goodbye to Your Credit Card Debt By Doing This,"If you’re feeling overwhelmed by credit card bills and loans amounting to $20,000 or more, read this.",rejected,rejected,"We found the title misrepresented the product/service or content in the ad. The title used absolute language. For example: ""Say Goodbye to Your Credit Card Debt By Doing This"". To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.",188192385,3920763278,http://cdn.taboola.com/libtrc/static/thumbnails/106e883adf34fd88452ffdf767f64e14.jpeg,"If your blood pressure is 140/90, find out what to do.Read!",(null),rejected,TITLE_EXAGGERATED_CLAIM,Used Absolute Language,"We found the title misrepresented the product/service or content in the ad. The title:

• Used absolute language.

For example: If your blood pressure is 140/90, find out what to do.Read!.

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made. "
Health Claims,201202737,3945289346,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION/ESD/be9d6e7e-42bf-4440-a9df-a5e4a433b903__yNn0xImT.jpg,Forbes: Say Goodbye to Your Credit Card Debt By Doing This,"If you’re feeling overwhelmed by credit card bills and loans amounting to $20,000 or more, read this.",rejected,rejected,"We found the title misrepresented the product/service or content in the ad. The title used absolute language. For example: ""Say Goodbye to Your Credit Card Debt By Doing This"". To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.",199061893,3948662139,http://cdn.taboola.com/libtrc/static/thumbnails/dc3b0c925e3c86460af631ed6ba57b60.jpg,Maximize Earnings: ChatGPT Lead the Way | Invest Wisely for Triple Returns,(null),rejected,TITLE_EXAGGERATED_CLAIM,Used Absolute Language,"We found the title misrepresented the product/service or content in the ad. The title:

• Used absolute language.


To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made. "
Health Claims,201202737,3945289346,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION/ESD/be9d6e7e-42bf-4440-a9df-a5e4a433b903__yNn0xImT.jpg,Forbes: Say Goodbye to Your Credit Card Debt By Doing This,"If you’re feeling overwhelmed by credit card bills and loans amounting to $20,000 or more, read this.",rejected,rejected,"We found the title misrepresented the product/service or content in the ad. The title used absolute language. For example: ""Say Goodbye to Your Credit Card Debt By Doing This"". To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.",142047613,3690217516,https://miro.medium.com/v2/resize:fit:1024/1*WYwTcDktrBjH9W_BFflqgQ.jpeg,"Stop Living Paycheck to Paycheck. Start Saving Money. | by Edward Lake | May, 2023 | Medium",(null),rejected,TITLE_EXAGGERATED_CLAIM,Used Absolute Language,"We found the title misrepresented the product/service or content in the ad. The title: 

Used absolute language.

For example: Stop Living Paycheck to Paycheck

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made."
Health Claims,137892076,3675939272,http://cdn.taboola.com/libtrc/static/thumbnails/65b8b5e98bd794be5536ae276b45ad16.jpg,How Much Can You Get From a Reverse Mortgage?,Reverse mortgages have turned into great financial planning tools and not just a loan of last resort. Estimate loan amounts now!,approved,approved,(null),200185405,3952027694,http://cdn.taboola.com/libtrc/static/thumbnails/248e00dc44260ccd641be1110b83074e.png,People Born 1944-1973 With No Life Insurance Could Get This,(null),approved,(null),(null),(null)
Health Claims,137892076,3675939272,http://cdn.taboola.com/libtrc/static/thumbnails/65b8b5e98bd794be5536ae276b45ad16.jpg,How Much Can You Get From a Reverse Mortgage?,Reverse mortgages have turned into great financial planning tools and not just a loan of last resort. Estimate loan amounts now!,approved,approved,(null),209301252,4031320505,http://cdn.taboola.com/libtrc/static/thumbnails/d3b8922fa1bb0cc038b4425d2dcb6853.jpg,"Texas, Ready for a Simple Electricity Plan?","Your lifestyle, your plan. We offer a range of simple electricity plans to suit every need.",approved,(null),(null),(null)
Health Claims,137892076,3675939272,http://cdn.taboola.com/libtrc/static/thumbnails/65b8b5e98bd794be5536ae276b45ad16.jpg,How Much Can You Get From a Reverse Mortgage?,Reverse mortgages have turned into great financial planning tools and not just a loan of last resort. Estimate loan amounts now!,approved,approved,(null),151185230,3722512104,http://cdn.taboola.com/libtrc/static/thumbnails/521e70d2ab1b87b1d995764f270b5c44.jpg,Free Real-Time Signals: Act Quickly!,"Seize Opportunities: All Asset Signals! Diversify Portfolio. Forex, Stocks, Indices, Commodities.",approved,(null),(null),(null)
Health Claims,137892076,3675939272,http://cdn.taboola.com/libtrc/static/thumbnails/65b8b5e98bd794be5536ae276b45ad16.jpg,How Much Can You Get From a Reverse Mortgage?,Reverse mortgages have turned into great financial planning tools and not just a loan of last resort. Estimate loan amounts now!,approved,approved,(null),189304291,3926366890,http://cdn.taboola.com/libtrc/static/thumbnails/c7c3491ba95b4f8e9a13e51c19aa8e56.png,Homeowners in ${city:capitalized}$ should take advantage of this scheme in 2024,(null),approved,(null),(null),(null)
Health Claims,137892076,3675939272,http://cdn.taboola.com/libtrc/static/thumbnails/65b8b5e98bd794be5536ae276b45ad16.jpg,How Much Can You Get From a Reverse Mortgage?,Reverse mortgages have turned into great financial planning tools and not just a loan of last resort. Estimate loan amounts now!,approved,approved,(null),157335304,3817106099,http://cdn.taboola.com/libtrc/static/thumbnails/5eb5346d6248f5175518caf2373832ed.jpeg,Loans for unemployed ,"Maximize your chances of getting approved for extra cash by applying with Hoopla Loans, where you get an instant decision.",approved,(null),(null),(null)
Health Claims,137892076,3675939272,http://cdn.taboola.com/libtrc/static/thumbnails/65b8b5e98bd794be5536ae276b45ad16.jpg,How Much Can You Get From a Reverse Mortgage?,Reverse mortgages have turned into great financial planning tools and not just a loan of last resort. Estimate loan amounts now!,approved,approved,(null),174863725,3892640663,http://cdn.taboola.com/libtrc/static/thumbnails/f3f876ddae00c71b026c4b160e3737aa.png,People Under 75 Can Get $50K Life Insurance For $25/month,(null),rejected,TITLE_EXAGGERATED_CLAIM,Used Absolute Language,"We found the title misrepresented the product/service or content in the ad. The title:

• Used absolute language.

For example: Seniors Under 85 Can Get $50K Life Insurance For $15/month.

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made. "
Health Claims,137892076,3675939272,http://cdn.taboola.com/libtrc/static/thumbnails/65b8b5e98bd794be5536ae276b45ad16.jpg,How Much Can You Get From a Reverse Mortgage?,Reverse mortgages have turned into great financial planning tools and not just a loan of last resort. Estimate loan amounts now!,approved,approved,(null),145424216,3701692401,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/SKP/1480107150__FHoYA29K.jpg,Menacing Signs of Diabetes - Research Treatment Diabetes Jardiance,"If you are experiencing any of these key signs of diabetes, you should make an appointment to see your doctor as soon as possible.",rejected,TITLE_EXAGGERATED_CLAIM,"Claimed To Treat, Prevent Or Cure","We found the title misrepresented the product/service or content in the ad. The title: 

 

Claimed to treat, prevent or cure.
 

For example: Terrifying Signs of Diabetes - Research Treatment Diabetes Jardiance


To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made."
Health Claims,137892076,3675939272,http://cdn.taboola.com/libtrc/static/thumbnails/65b8b5e98bd794be5536ae276b45ad16.jpg,How Much Can You Get From a Reverse Mortgage?,Reverse mortgages have turned into great financial planning tools and not just a loan of last resort. Estimate loan amounts now!,approved,approved,(null),163680223,3853713072,http://cdn.taboola.com/libtrc/static/thumbnails/6493f727f09ada9a313f64cdc47c4100.png,${region:capitalized}$: Gov Can Cover The Cost To Install Solar Panels If You Live In California.,Smart homeowners in California are using a tax incentivized solar program and other incentives to go solar.,rejected,TITLE_EXAGGERATED_CLAIM,Used Absolute Language,"We found the title misrepresented the product/service or content in the ad. The title:

• Used absolute language.

For example: Title is using an absolute language(will) when making claims that the government will pay for the solar panel installation. It should be replaced with a qualifying language instead.. 

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made."
Health Claims,137892076,3675939272,http://cdn.taboola.com/libtrc/static/thumbnails/65b8b5e98bd794be5536ae276b45ad16.jpg,How Much Can You Get From a Reverse Mortgage?,Reverse mortgages have turned into great financial planning tools and not just a loan of last resort. Estimate loan amounts now!,approved,approved,(null),151082123,3721927759,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/EPL/1494038707__SSG93yxe.jpg,Tired of Tossing and Turning? Discover the Sleep Secrets You've Missed.,"Discover few strategies to overcome insomnia. Sleep better, live healthier, and regain your happiness. Don't let restlessness rule you – find your solution now!",rejected,TITLE_EXAGGERATED_CLAIM,Used Absolute Language,"We found the title misrepresented the product/service or content in the ad. The title:

• Used absolute language.

For example: find your solution now.

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made. "
Health Claims,137892076,3675939272,http://cdn.taboola.com/libtrc/static/thumbnails/65b8b5e98bd794be5536ae276b45ad16.jpg,How Much Can You Get From a Reverse Mortgage?,Reverse mortgages have turned into great financial planning tools and not just a loan of last resort. Estimate loan amounts now!,approved,approved,(null),136309215,3666175389,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1416005842__0laQzSHa.jpg,New 2023 Program Erases All Credit Card Debt,(null),rejected,TITLE_EXAGGERATED_CLAIM,Used Absolute Language,"We found the title misrepresented the product/service or content in the ad. The title: 

Used absolute language.

For example: erases

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made."
Health Claims,187829490,3916663502,http://c3.taboola.com/libtrc/static/thumbnails/so_auto/f_jpg/v1709843892/zemb7ybhvhw53db2lzr9.jpg,Mesothelioma Guide 2024: Get Yours Free Today,The 2024 guide helps you understand mesothelioma and provides answers to your pressing questions.,rejected,approved,(null),206741155,3976135819,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/SKP/1221459135__IPl75ymd.jpg,UAE : Find Out How Much Additional Income You Can Earn With Amazon Stocks?,(null),approved,(null),(null),(null)
Health Claims,187829490,3916663502,http://c3.taboola.com/libtrc/static/thumbnails/so_auto/f_jpg/v1709843892/zemb7ybhvhw53db2lzr9.jpg,Mesothelioma Guide 2024: Get Yours Free Today,The 2024 guide helps you understand mesothelioma and provides answers to your pressing questions.,rejected,approved,(null),153685633,3729341986,http://cdn.taboola.com/libtrc/static/thumbnails/a617824533166ea6fbeaee261bc69340.jpg,CFDs: You can get a fixed salary with a small investment,(null),approved,(null),(null),(null)
Health Claims,187829490,3916663502,http://c3.taboola.com/libtrc/static/thumbnails/so_auto/f_jpg/v1709843892/zemb7ybhvhw53db2lzr9.jpg,Mesothelioma Guide 2024: Get Yours Free Today,The 2024 guide helps you understand mesothelioma and provides answers to your pressing questions.,rejected,approved,(null),209070362,4030506456,http://cdn.taboola.com/libtrc/static/thumbnails/18ba3b5a4ddc90cfebc7733fb3b68c70.jpg,Medicare Recipients In For A Huge Surprise (Check Today),Most Adults on Medicare Don’t Know This (Do It Now),approved,(null),(null),(null)
Health Claims,187829490,3916663502,http://c3.taboola.com/libtrc/static/thumbnails/so_auto/f_jpg/v1709843892/zemb7ybhvhw53db2lzr9.jpg,Mesothelioma Guide 2024: Get Yours Free Today,The 2024 guide helps you understand mesothelioma and provides answers to your pressing questions.,rejected,approved,(null),208265709,3998122049,http://cdn.taboola.com/libtrc/static/thumbnails/bd58abf119ac8df61133cefacf5f5e47.jpg,Start a New Income Stream as a Trader,Save 80% Off All Apex Plans. Get Funded With No Risk. Trade Without Limitations.,approved,(null),(null),(null)
Health Claims,187829490,3916663502,http://c3.taboola.com/libtrc/static/thumbnails/so_auto/f_jpg/v1709843892/zemb7ybhvhw53db2lzr9.jpg,Mesothelioma Guide 2024: Get Yours Free Today,The 2024 guide helps you understand mesothelioma and provides answers to your pressing questions.,rejected,approved,(null),210177725,4046342002,http://cdn.taboola.com/libtrc/static/thumbnails/878d6db72fdc527b0d4d9b671cea8541.jpg,The Weekend Side Hustle ,(null),approved,(null),(null),(null)
Health Claims,187829490,3916663502,http://c3.taboola.com/libtrc/static/thumbnails/so_auto/f_jpg/v1709843892/zemb7ybhvhw53db2lzr9.jpg,Mesothelioma Guide 2024: Get Yours Free Today,The 2024 guide helps you understand mesothelioma and provides answers to your pressing questions.,rejected,approved,(null),169662698,3880055538,http://cdn.taboola.com/libtrc/static/thumbnails/5afd4318ac16601cd75fef453fcf75a7.jpg,How to fix your credit Score?,(null),rejected,TITLE_EXAGGERATED_CLAIM,Used Absolute Language,"We found the title misrepresented the product/service or content in the ad. The title:

• Used absolute language.

For example: The promotion of credit repair services is prohibited   .

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made.   "
Health Claims,187829490,3916663502,http://c3.taboola.com/libtrc/static/thumbnails/so_auto/f_jpg/v1709843892/zemb7ybhvhw53db2lzr9.jpg,Mesothelioma Guide 2024: Get Yours Free Today,The 2024 guide helps you understand mesothelioma and provides answers to your pressing questions.,rejected,approved,(null),209141919,4030544568,http://cdn.taboola.com/libtrc/static/thumbnails/da35940346a9b80ebf1b3b7d26141dce.jpeg,"New AI Trading Bot, Designed for Beginners, Turns $3K into $55k in a Week",Investing breakthrough or illusion? This beginner-friendly AI is causing a stir. Can it make trading easy for everyone? Read more and discover the mystery.,rejected,TITLE_EXAGGERATED_CLAIM,Used Absolute Language,"We found the title misrepresented the product/service or content in the ad. The title:

• Used absolute language.

For example: New AI bot turns $3K into $55K in a week, then something strange happens....

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made. "
