policy_domain,target_id,target_item_id,target_image_url,target_title,target_description,target_real_approval_label,target_predicted_approval_label,target_predicted_rejection_comment,example_id,example_item_id,example_image_url,example_title,example_description,example_approval_label,example_predicted_rejection_reason,example_predicted_sub_rejection,example_predicted_rejection_comment
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",134485234,3658105199,http://cdn.taboola.com/libtrc/static/thumbnails/bca2237e6d94496e4f1c0de876c3be2a.jpg,Find Out How Brits Aged 25-79 Can Get Life Insurance Starting at £10/Month,(null),approved,(null),(null),(null)
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",210201151,4048594701,http://c3.taboola.com/libtrc/static/thumbnails/so_auto/f_jpg/v1704918951/xrzdpsafouelrrhi6ixd.jpg,"The Less You Interfere, The More You Earn: Let Our Robot Take the Reins for Bigger Returns",(null),approved,(null),(null),(null)
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",206784827,3976471787,http://cdn.taboola.com/libtrc/static/thumbnails/c8d937e7a926f1c6158d27070f84defc.jpg,12 Must-Own Dividend Stocks That Could Lead To A Richer Life,Stretch Every Retirement Dollar with These 12 Dividend Paying Stocks,approved,(null),(null),(null)
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",200614785,3953143098,http://cdn.taboola.com/libtrc/static/thumbnails/2962c094b60b7765ac742725b73f8489.jpg,A Heart Attack Took My Wife Away. Now I'll Break If I Lose My Son. Help,"I am a mere autorickshaw driver. I've taken on loans from friends and family, and sold off anything of value we had- but still, I can’t afford such a large amount.",approved,(null),(null),(null)
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",206129640,3971907102,https://g-capital.uk/wp-content/uploads/2024/04/Ginvestments-6-1.webp,The Recession-Proof Investment Backed By UK Government - G Capital Property Investments,Find out how to turn the UK housing crisis into a golden opportunity. Learn about the government-backed investment offering double-digit returns.,approved,(null),(null),(null)
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",144386212,3697198051,http://cdn.taboola.com/libtrc/static/thumbnails/beba0a74984054e287d55b37ed05663c.png,"Sequoia Lending - When banks say NO, we say YES","Sequoia Lending is dedicated to helping small businesses thrive. We offer a range of loan products, including lines of credit, equipment financing, and commercial loans. ",rejected,TITLE_GRAMMAR,Used More Than One Uppercase Word,"We found the language in the title:

Used more than one uppercase word.


For example: YES // NO

To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing."
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",144560688,3698541917,http://cdn.taboola.com/libtrc/static/thumbnails/89ce91a6d550cd22c44db294a9d46c4f.jpg,"Every Year, BILLIONS of Dollars go Unclaimed - Claim your cash from Open Class Actions",(null),rejected,TITLE_GRAMMAR,Used More Than One Uppercase Word,"We found the language in the title:

Used more than one uppercase word.

For example: CASH// BILLIONS

To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing."
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",194303446,3938689769,http://cdn.taboola.com/libtrc/static/thumbnails/7c6af1a1225180eef752bfaebd1d178b.jpg,"EXPLORE FRANCE, ITALY & BEYOND","FREE stateroom upgrade, FREE Silver Spirits Beverage Package & more.",rejected,TITLE_GRAMMAR,Used More Than One Uppercase Word,"We found the language in the title:

• Used more than one uppercase word.

For example: Used more than one uppercase word.

To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing. "
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",165381568,3872906500,http://cdn.taboola.com/libtrc/static/thumbnails/e017086d013f7f857be247cf4a0c21be.jpg,7 Secrets Comfortable Retirees Know About Hiring a Financial Advisor,Are you ready to elevate your retirement experience? Discover the insider knowledge that comfortable retirees swear by when it comes to selecting the perfect financial advisor!,rejected,THUMBNAIL_IMAGE_QUALITY,Used An Incorrect/Incomplete Url,"We found the thumbnail image was too poor quality for the widget. The thumbnail image:

 
• Used an incorrect/incomplete URL.
 
For example: no image in the thumbnail

To improve your thumbnail image, consider replacing it with one that is better quality."
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",206638191,3975800120,http://cdn.taboola.com/libtrc/static/thumbnails/IMAGE_UPSCALER/EIU/41a03830-fe2b-428d-b8b4-2d0821577233__GjuLwO34.jpg,Buy Best Term Insurance Plan and Policy Online in India,Get 1 Cr. Term Plan Starting only @16/day*. Online discount of up to 15%*,rejected,THUMBNAIL_POOR_EDITING_OR_CROPPING,Uses Poor Image Editing Or Cropping.,Thumbnail used poor image quality
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",157564181,3825098017,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/SKP/1301645593__s9KXyMMk.jpg,Aplicativo Para Ganhar Dinheiro Online: Baixe e Prospere!,"Descubra o Segredo para Ganhar Dinheiro Online de Forma Fácil!"" - Nosso aplicativo torna isso possível. Transforme Seu Tempo Online em Ganhos Reais -  Não deixe seu tempo ser desperdiçado.",rejected,TITLE_GRAMMAR,Used Inconsistent/Incorrect Capitalization,"We found the language in the title:

• Used inconsistent/incorrect capitalization.


To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing."
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",167400088,3876988160,http://cdn.taboola.com/libtrc/static/thumbnails/5a70b962d7dc111d7bfe65ed89020505.png,"Remember To Use It Before You Lose It, Health Fund Benefits Restart 1St Jan",Use your optical health fund benefits before December 31st,rejected,TITLE_GRAMMAR,Used Poor Phrasing/Translation,"We found the language in the title:

• Used poor phrasing/translation.

For example: 1St Jan.

To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing. "
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",148452438,3714515395,http://cdn.taboola.com/libtrc/static/thumbnails/8d3fc8fcffd51565e0d2fb0fdf4cad97.jpg,Over 50s Can Quality For This Life Coverage,(null),rejected,TITLE_GRAMMAR,Used Poor Phrasing/Translation,"We found the language in the title:

• Used poor phrasing/translation.

For example: Quality

To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing."
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",157564180,3825098016,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/SKP/1282055899__IJslKOEG.jpg,Aplicativo da Dicas  Para Ganhar Dinheiro Online: Baixe!!,"Descubra o Segredo para Ganhar Dinheiro Online de Forma Fácil!"" - Nosso aplicativo torna isso possível. Transforme Seu Tempo Online em Ganhos Reais -  Não deixe seu tempo ser desperdiçado.",rejected,TITLE_GRAMMAR,Used Inconsistent/Incorrect Capitalization,"We found the language in the title:

• Used inconsistent/incorrect capitalization.


To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing."
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",135390878,3660578240,http://cdn.taboola.com/libtrc/static/thumbnails/c3b59597ffbb6cc0e7fc80f6c48735aa.png,Outperform the S&P 500 | Download your free investment guide,(null),rejected,TITLE_GRAMMAR,Used More Than One Uppercase Word,"We found the language in the title:

Used more than one uppercase word.
 
For example: SECURE YOUR FINANCES

To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing."
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",153937988,3730118567,http://cdn.taboola.com/libtrc/static/thumbnails/4304b579865971ecae5e58b21941af14.jpg,Enter Phone Number & Check Eligibility For Gold Loan @ 0.79%* Onwards,Get hassle-free Gold Loan from SahiBandhu at lowest interest rates - Apply Now!,rejected,THUMBNAIL_IMAGE_QUALITY,Contained Contact Details,"We found the thumbnail image was too poor quality for the widget. The thumbnail image:

• Contained contact details.

To improve your thumbnail image, consider replacing it with one that is better quality. "
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",149459948,3717314792,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION/ESD/4e4100ab-ac36-44a9-a8cd-3b3c568f0eca__B5UOmWlr.jpg,$100B 401(k)s are lost. Find Yours Today!,(null),rejected,TITLE_GRAMMAR,Used Incorrect Syntax,"We found the language in the title:

• Used incorrect syntax.

For example: Improper grammar/syntax/spelling or translation such as $100B 401(k)s

To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing."
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",162910366,3847220304,http://cdn.taboola.com/libtrc/static/thumbnails/63d68ea99b77ff6a2590c4942c562463.jpg,Adults On Medicare May Get A Big This ${dayofweek:capitalized}$,(null),rejected,TITLE_GRAMMAR,Used Poor Phrasing/Translation,"We found the language in the title:

• Used poor phrasing/translation.

For example: ${dayofweek:capitalized}$.
 
To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing."
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",130804326,3612179397,http://cdn.taboola.com/libtrc/static/thumbnails/7e7384eb15f55fe108f1dc6c0cb62bd0.jpg,HEALTH INSURANCE: Top Up Plans And Riders. Should You Opt For Them?,(null),rejected,TITLE_GRAMMAR,Used More Than One Uppercase Word,"We found the language in the title:
Used more than one uppercase word.
For example: HEALTH INSURANCE
To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing."
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"We found the language in the title used poor phrasing/translation. The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors, such as ""Let me Told you"". To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar, or phrasing.",141927582,3689611919,http://cdn.taboola.com/libtrc/static/thumbnails/36f00c2dbaa1296be0bb625ec6b53796.jpg,ACT NOW – Join the Gold Standard System,"Bringing back the gold standard would be very hard to do, but, boy, would it be wonderful. We’d have a standard.",rejected,TITLE_GRAMMAR,Used More Than One Uppercase Word,"We found the language in the title:

Used more than one uppercase word.
 r phrasing/translation.

For example: GOLD STANDARD SYSTEM


To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing."
Quality,181143020,3906440413,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/SKP/532518085__JJ5s9pSz.jpg,Multiple Benefit Retirement Plan for NRIs. Get Monthly Payout of ₹ 2 Lacs. Invest Now!,Hurry Up ! To Know more about Multiple Benefits of Retirement Plans for NRIs. Click now on Get Quote.,approved,approved,(null),147520806,3708253733,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1445160636__W44XSryU.jpg,Meta's $14 Billion Loss in the Metaverse: Is the Dream Over?,Watch season 3 of IC Your Trade to find out.,approved,(null),(null),(null)
Quality,181143020,3906440413,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/SKP/532518085__JJ5s9pSz.jpg,Multiple Benefit Retirement Plan for NRIs. Get Monthly Payout of ₹ 2 Lacs. Invest Now!,Hurry Up ! To Know more about Multiple Benefits of Retirement Plans for NRIs. Click now on Get Quote.,approved,approved,(null),169686881,3881200112,http://cdn.taboola.com/libtrc/static/thumbnails/dc9a15211077f8a0081a2afdfb63e954.jpg,State Farm Hates When Seniors Discover This $500k Life Insurance Policy,(null),approved,(null),(null),(null)
Quality,181143020,3906440413,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/SKP/532518085__JJ5s9pSz.jpg,Multiple Benefit Retirement Plan for NRIs. Get Monthly Payout of ₹ 2 Lacs. Invest Now!,Hurry Up ! To Know more about Multiple Benefits of Retirement Plans for NRIs. Click now on Get Quote.,approved,approved,(null),209782862,4032977021,http://cdn.taboola.com/libtrc/static/thumbnails/372a6cc22279877aa5651165d02573f1.png,Soaring Gold Prices Spotlight Key Stock Alert,"Discover unprecedented potential with our gold stock pick. As gold prices soar, so could your gains.",approved,(null),(null),(null)
Quality,181143020,3906440413,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/SKP/532518085__JJ5s9pSz.jpg,Multiple Benefit Retirement Plan for NRIs. Get Monthly Payout of ₹ 2 Lacs. Invest Now!,Hurry Up ! To Know more about Multiple Benefits of Retirement Plans for NRIs. Click now on Get Quote.,approved,approved,(null),204551536,3879001006,http://cdn.taboola.com/libtrc/static/thumbnails/3cc45bd36f6d87fb7dc960b17cfd6655.png,The AI Revolution Is About To Rock The Stock Market,The Rocket Fuel of the AI Boom Could be Worth 8 Amazons,approved,(null),(null),(null)
