policy_domain,target_id,target_item_id,target_image_url,target_title,target_description,target_real_approval_label,target_predicted_approval_label,target_predicted_rejection_comment,target_violated_rule_ids,example_id,example_item_id,example_image_url,example_title,example_description,example_approval_label,example_predicted_rejection_reason,example_predicted_sub_rejection,example_predicted_rejection_comment
Quality,203160598,3958962946,http://cdn.taboola.com/libtrc/static/thumbnails/8e8ae979efec3753a74690e76c0419f7.jpg,(1) One New Rule for Drivers in ${uppercase:region}$,If you drive more than 5 miles a day this new policy renewal change will impact you directly.,rejected,rejected,Used incomplete/incorrect DKI code (Dynamic Keyword Insertion) in the title.,"[""9.5""]",192561020,3934637848,http://cdn.taboola.com/libtrc/static/thumbnails/40d6604a3e4c14d255094f71ff38d4dc.jpg,Who Unusually Has The Cheapest Car Insurance?,"You could grab deep discounts on car insurance if you’re currently insured, have 3 years without a ticket, no DUIs, and drive less than 50 miles per day. ",approved,(null),(null),(null)
Quality,203160598,3958962946,http://cdn.taboola.com/libtrc/static/thumbnails/8e8ae979efec3753a74690e76c0419f7.jpg,(1) One New Rule for Drivers in ${uppercase:region}$,If you drive more than 5 miles a day this new policy renewal change will impact you directly.,rejected,rejected,Used incomplete/incorrect DKI code (Dynamic Keyword Insertion) in the title.,"[""9.5""]",206137466,3973495554,http://cdn.taboola.com/libtrc/static/thumbnails/4a47c99781893a85fde5707aa5dfff0c.jpg,"If You Got $17,000 to Invest, Forget Nvidia. This will Soar",Investors are quickly learning about this hot new ticker as it continues trending upward,approved,(null),(null),(null)
Quality,203160598,3958962946,http://cdn.taboola.com/libtrc/static/thumbnails/8e8ae979efec3753a74690e76c0419f7.jpg,(1) One New Rule for Drivers in ${uppercase:region}$,If you drive more than 5 miles a day this new policy renewal change will impact you directly.,rejected,rejected,Used incomplete/incorrect DKI code (Dynamic Keyword Insertion) in the title.,"[""9.5""]",208443504,4007490866,http://cdn.taboola.com/libtrc/static/thumbnails/ff9955baf761b49e991c5880b5b94c02.png,Nvidia Forecaster Announces New Exciting Prediction,"If you have a $500 portfolio, discover 2024's hidden gem. Unravel the secrets right here.",approved,(null),(null),(null)
Quality,203160598,3958962946,http://cdn.taboola.com/libtrc/static/thumbnails/8e8ae979efec3753a74690e76c0419f7.jpg,(1) One New Rule for Drivers in ${uppercase:region}$,If you drive more than 5 miles a day this new policy renewal change will impact you directly.,rejected,rejected,Used incomplete/incorrect DKI code (Dynamic Keyword Insertion) in the title.,"[""9.5""]",208443507,4007490860,http://cdn.taboola.com/libtrc/static/thumbnails/961f44b288bae41ac3a75c1161869f67.png,Nvidia Forecaster Announces New Exciting Prediction,"If you have a $500 portfolio, discover 2024's hidden gem. Unravel the secrets right here.",approved,(null),(null),(null)
Quality,203160598,3958962946,http://cdn.taboola.com/libtrc/static/thumbnails/8e8ae979efec3753a74690e76c0419f7.jpg,(1) One New Rule for Drivers in ${uppercase:region}$,If you drive more than 5 miles a day this new policy renewal change will impact you directly.,rejected,rejected,Used incomplete/incorrect DKI code (Dynamic Keyword Insertion) in the title.,"[""9.5""]",203160593,3958962941,http://cdn.taboola.com/libtrc/static/thumbnails/8e8ae979efec3753a74690e76c0419f7.jpg,(1) One New Regulation for Drivers in ${uppercase:region}$,If you drive more than 5 miles a day this new policy renewal change will impact you directly.,rejected,TITLE_GRAMMAR,Used Incomplete/Incorrect Dki Code (Dynamic Keyword Insertion),"We found the language in the title:

• Used incomplete/incorrect DKI code (Dynamic Keyword Insertion).

For example: ${uppercase:region}$.

To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing. "
Quality,203160598,3958962946,http://cdn.taboola.com/libtrc/static/thumbnails/8e8ae979efec3753a74690e76c0419f7.jpg,(1) One New Rule for Drivers in ${uppercase:region}$,If you drive more than 5 miles a day this new policy renewal change will impact you directly.,rejected,rejected,Used incomplete/incorrect DKI code (Dynamic Keyword Insertion) in the title.,"[""9.5""]",209776653,4033269284,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION/ESD/f77f9a17-26c0-4209-8ed9-623cdf5298fb__Sds5QESs.jpg,${region:capitalized}$ launches new policy for cars used less than 50 miles per day,New benefit for state drivers,rejected,THUMBNAIL_POOR_EDITING_OR_CROPPING,Uses Poor Image Editing Or Cropping.,uses poor image editing
Quality,203160598,3958962946,http://cdn.taboola.com/libtrc/static/thumbnails/8e8ae979efec3753a74690e76c0419f7.jpg,(1) One New Rule for Drivers in ${uppercase:region}$,If you drive more than 5 miles a day this new policy renewal change will impact you directly.,rejected,rejected,Used incomplete/incorrect DKI code (Dynamic Keyword Insertion) in the title.,"[""9.5""]",165729112,3872794152,http://cdn.taboola.com/libtrc/static/thumbnails/e25db50d6c5048a844b9f7db944b17d6.jpeg,Home owners in ${city:CapitalizationType}$: Energy providers want to keep this trick a secret,"If you are a homeowner paying more than $97 per month for utilities, you likely qualify for this program.",rejected,TITLE_GRAMMAR,Used Incomplete/Incorrect Dki Code (Dynamic Keyword Insertion),"We found the language in the title:

• Used incomplete/incorrect DKI code (Dynamic Keyword Insertion).
 
 
To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing."
Quality,203160598,3958962946,http://cdn.taboola.com/libtrc/static/thumbnails/8e8ae979efec3753a74690e76c0419f7.jpg,(1) One New Rule for Drivers in ${uppercase:region}$,If you drive more than 5 miles a day this new policy renewal change will impact you directly.,rejected,rejected,Used incomplete/incorrect DKI code (Dynamic Keyword Insertion) in the title.,"[""9.5""]",165729113,3872794149,http://cdn.taboola.com/libtrc/static/thumbnails/e25db50d6c5048a844b9f7db944b17d6.jpeg,This is how the Gov covers solar installation costs for homeowners in ${city:CapitalizationType}$,"If you are a homeowner paying more than $97 per month for utilities, you likely qualify for this program.",rejected,TITLE_GRAMMAR,Used Incomplete/Incorrect Dki Code (Dynamic Keyword Insertion),"We found the language in the title:

• Used incomplete/incorrect DKI code (Dynamic Keyword Insertion).
 
 
To improve your title, consider rewriting or restyling it with the correct capitalization, spelling, grammar or phrasing."
Quality,203160598,3958962946,http://cdn.taboola.com/libtrc/static/thumbnails/8e8ae979efec3753a74690e76c0419f7.jpg,(1) One New Rule for Drivers in ${uppercase:region}$,If you drive more than 5 miles a day this new policy renewal change will impact you directly.,rejected,rejected,Used incomplete/incorrect DKI code (Dynamic Keyword Insertion) in the title.,"[""9.5""]",209410606,4031944397,http://cdn.taboola.com/libtrc/static/thumbnails/5d29087753f57a0dfa5bf5ec92c70a72.png,${region:capitalized}$ Drivers With No DUI's Getting A Pay Day On Monday,If you're paying more than $60 dollars a month for auto insurance you might want to review your current policy.,rejected,THUMBNAIL_POOR_EDITING_OR_CROPPING,Uses Poor Image Editing Or Cropping.,Poor Editing 
Quality,147534036,3708486807,http://cdn.taboola.com/libtrc/static/thumbnails/e3384eb6a91d3fa76eac0d433a42090c.jpg,Which Health Fund Comes Out On Top In ${region:Capitalized}$,"With cost of living so high and inflation driving prices up, now is the best time to compare your health and find something lower costing with better benefits for things like dental, optical and therapies.",rejected,rejected,"The title contains a placeholder ""${region:Capitalized}$"" which is not correctly formatted and may not be relevant to the ad content.","[""9.5""]",174392540,3891312959,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/EPL/1295213888__IfcPFVnT.jpg,Health Insurance for Senior Citizen Starting Just ₹28/day,Buy/Renew best family health insurance plans online with maximum health cover.,approved,(null),(null),(null)
Quality,147534036,3708486807,http://cdn.taboola.com/libtrc/static/thumbnails/e3384eb6a91d3fa76eac0d433a42090c.jpg,Which Health Fund Comes Out On Top In ${region:Capitalized}$,"With cost of living so high and inflation driving prices up, now is the best time to compare your health and find something lower costing with better benefits for things like dental, optical and therapies.",rejected,rejected,"The title contains a placeholder ""${region:Capitalized}$"" which is not correctly formatted and may not be relevant to the ad content.","[""9.5""]",183057145,3910815048,http://cdn.taboola.com/libtrc/static/thumbnails/80d6d5e322b8ff09462269b00852420c.jpg,5 Lakh Health Cover for NRIs at ₹300/Month (Apply Now),Buy/Renew best family Health Insurance plans online with maximum health cover.,approved,(null),(null),(null)
Quality,147534036,3708486807,http://cdn.taboola.com/libtrc/static/thumbnails/e3384eb6a91d3fa76eac0d433a42090c.jpg,Which Health Fund Comes Out On Top In ${region:Capitalized}$,"With cost of living so high and inflation driving prices up, now is the best time to compare your health and find something lower costing with better benefits for things like dental, optical and therapies.",rejected,rejected,"The title contains a placeholder ""${region:Capitalized}$"" which is not correctly formatted and may not be relevant to the ad content.","[""9.5""]",191071815,3931286846,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION/ESD/7b0dae56-5870-43d2-9ea1-7a57a3d3f1e2__rVMvJFtk.jpg,5 Lakh Health Cover for NRIs at ₹300/Month (Apply Now),Buy/Renew best family Health Insurance plans online with maximum health cover.,approved,(null),(null),(null)
Quality,147534036,3708486807,http://cdn.taboola.com/libtrc/static/thumbnails/e3384eb6a91d3fa76eac0d433a42090c.jpg,Which Health Fund Comes Out On Top In ${region:Capitalized}$,"With cost of living so high and inflation driving prices up, now is the best time to compare your health and find something lower costing with better benefits for things like dental, optical and therapies.",rejected,rejected,"The title contains a placeholder ""${region:Capitalized}$"" which is not correctly formatted and may not be relevant to the ad content.","[""9.5""]",171735045,3885306528,http://cdn.taboola.com/libtrc/static/thumbnails/IMAGE_UPSCALER/EIU/d845fe4e-4dad-4961-9552-b5b9a79e70f1__VxaKKPP5.jpg,Don't Miss Out: 5 Lakh Health Coverage at ₹300/Month,Buy/Renew best family health insurance plans online with maximum health cover.,approved,(null),(null),(null)
Quality,147534036,3708486807,http://cdn.taboola.com/libtrc/static/thumbnails/e3384eb6a91d3fa76eac0d433a42090c.jpg,Which Health Fund Comes Out On Top In ${region:Capitalized}$,"With cost of living so high and inflation driving prices up, now is the best time to compare your health and find something lower costing with better benefits for things like dental, optical and therapies.",rejected,rejected,"The title contains a placeholder ""${region:Capitalized}$"" which is not correctly formatted and may not be relevant to the ad content.","[""9.5""]",209744030,4030837677,http://cdn.taboola.com/libtrc/static/thumbnails/77519398e26d1ceb6dc57a1bbaf3c373.png,Debunking the Solar Savings Myth,Learn the true costs of solar energy and how they compare to the economic benefits of traditional energy sources.,approved,(null),(null),(null)
