policy_domain,target_id,target_item_id,target_image_url,target_title,target_description,target_real_approval_label,target_predicted_approval_label,target_predicted_rejection_comment,target_violated_rule_ids,example_id,example_item_id,example_image_url,example_title,example_description,example_approval_label,example_predicted_rejection_reason,example_predicted_sub_rejection,example_predicted_rejection_comment
Copyrights and Competitive Claims,143621477,3575071180,http://cdn.taboola.com/libtrc/static/thumbnails/ce0d9d59077ca2767b33a972dd674b77.jpg,Thinking About Going Solar? Read This First!,(null),approved,approved,(null),(null),143621027,3575069259,http://cdn.taboola.com/libtrc/static/thumbnails/3c2db4400ef2629f338537e2789f4963.jpg,Thinking About Going Solar? Read This First!,(null),approved,(null),(null),(null)
Copyrights and Competitive Claims,143621477,3575071180,http://cdn.taboola.com/libtrc/static/thumbnails/ce0d9d59077ca2767b33a972dd674b77.jpg,Thinking About Going Solar? Read This First!,(null),approved,approved,(null),(null),205968609,3972362151,http://cdn.taboola.com/libtrc/static/thumbnails/c4bc0cc1f4e54468414646996ff38475.png,Join This Customer Who Made a 36.3% Return PA In Just 3 Years*,Read More About Our Customer,approved,(null),(null),(null)
Copyrights and Competitive Claims,143621477,3575071180,http://cdn.taboola.com/libtrc/static/thumbnails/ce0d9d59077ca2767b33a972dd674b77.jpg,Thinking About Going Solar? Read This First!,(null),approved,approved,(null),(null),205968607,3972362149,http://cdn.taboola.com/libtrc/static/thumbnails/e560dd481bf5bf96a187181a18c326c5.png,Join This Customer Who Made a 36.3% Return PA In Just 3 Years*,Read More About Our Customer,approved,(null),(null),(null)
Copyrights and Competitive Claims,143621477,3575071180,http://cdn.taboola.com/libtrc/static/thumbnails/ce0d9d59077ca2767b33a972dd674b77.jpg,Thinking About Going Solar? Read This First!,(null),approved,approved,(null),(null),205968606,3972362148,http://cdn.taboola.com/libtrc/static/thumbnails/666e126f5c275abdadf7df424cde4bc7.png,Join This Customer Who Made a 36.3% Return PA In Just 3 Years*,Read More About Our Customer,approved,(null),(null),(null)
Copyrights and Competitive Claims,143621477,3575071180,http://cdn.taboola.com/libtrc/static/thumbnails/ce0d9d59077ca2767b33a972dd674b77.jpg,Thinking About Going Solar? Read This First!,(null),approved,approved,(null),(null),143621023,3575069266,http://cdn.taboola.com/libtrc/static/thumbnails/39cb60afd6a06bb8696a2ffaffa656b6.jpg,Anyone Considering Solar Should Read This,(null),approved,(null),(null),(null)
Copyrights and Competitive Claims,143621477,3575071180,http://cdn.taboola.com/libtrc/static/thumbnails/ce0d9d59077ca2767b33a972dd674b77.jpg,Thinking About Going Solar? Read This First!,(null),approved,approved,(null),(null),191717784,3932577419,http://cdn.taboola.com/libtrc/static/thumbnails/eccc996e5a2fdefa3ac7ef940025f52f.png,Stop Overpaying On Amazon Using This Simple Trick (It's Genius),"If You're Going To Shop At Amazon, Read This",rejected,THUMBNAIL_RIGHTS_VIOLATION,Used An Unverified Brand Endorsement,"We found the claims made in the thumbnail image either needed further permissions or made unverified endorsement claims. The thumbnail image:

• Used an unverified brand endorsement.

For example: Used an unverified brand endorsement.

To improve your thumbnail image, submit documentation verifying the details of it to Taboola's legal team or consider replacing it with one that uses more reasonable claims. "
Copyrights and Competitive Claims,143621477,3575071180,http://cdn.taboola.com/libtrc/static/thumbnails/ce0d9d59077ca2767b33a972dd674b77.jpg,Thinking About Going Solar? Read This First!,(null),approved,approved,(null),(null),142360872,3691195248,http://cdn.taboola.com/libtrc/static/thumbnails/fd410c2b44c9e8870018c584d3f9d6d3.png,${region:capitalized}$ Residents Should Read This,(null),rejected,THUMBNAIL_RIGHTS_VIOLATION,Used An Unverified Government Endorsement,"We found the claims made in the thumbnail image either needed further permissions or made unverified endorsement claims. The thumbnail image: 


Used an unverified government endorsement. 


For example: Pierre Poilievre
Leader of the Official Opposition of Canada


To improve your thumbnail image, submit documentation verifying the details of it to Taboola's legal team or consider replacing it with one that uses more reasonable claims."
Copyrights and Competitive Claims,143621477,3575071180,http://cdn.taboola.com/libtrc/static/thumbnails/ce0d9d59077ca2767b33a972dd674b77.jpg,Thinking About Going Solar? Read This First!,(null),approved,approved,(null),(null),142360866,3691195236,http://cdn.taboola.com/libtrc/static/thumbnails/7c8c42923343818e9bb2a92f83b71ae6.png,${region:capitalized}$ Residents Should Read This,(null),rejected,THUMBNAIL_RIGHTS_VIOLATION,Used An Unverified Government Endorsement,"We found the claims made in the thumbnail image either needed further permissions or made unverified endorsement claims. The thumbnail image: 


Used an unverified government endorsement. 


For example: Pierre Poilievre
Leader of the Official Opposition of Canada


To improve your thumbnail image, submit documentation verifying the details of it to Taboola's legal team or consider replacing it with one that uses more reasonable claims."
Copyrights and Competitive Claims,143621477,3575071180,http://cdn.taboola.com/libtrc/static/thumbnails/ce0d9d59077ca2767b33a972dd674b77.jpg,Thinking About Going Solar? Read This First!,(null),approved,approved,(null),(null),142360873,3691195249,http://cdn.taboola.com/libtrc/static/thumbnails/579187351f35218645c1c378ee15dc32.png,${region:capitalized}$ Residents Should Read This,(null),rejected,THUMBNAIL_RIGHTS_VIOLATION,Used An Unverified Government Endorsement,"We found the claims made in the thumbnail image either needed further permissions or made unverified endorsement claims. The thumbnail image: 


Used an unverified government endorsement. 


For example: Pierre Poilievre
Leader of the Official Opposition of Canada


To improve your thumbnail image, submit documentation verifying the details of it to Taboola's legal team or consider replacing it with one that uses more reasonable claims."
Copyrights and Competitive Claims,143621477,3575071180,http://cdn.taboola.com/libtrc/static/thumbnails/ce0d9d59077ca2767b33a972dd674b77.jpg,Thinking About Going Solar? Read This First!,(null),approved,approved,(null),(null),142360869,3691195241,http://cdn.taboola.com/libtrc/static/thumbnails/cccc898768cbadb9658105be81daa4d9.png,${region:capitalized}$ Residents Should Read This,(null),rejected,THUMBNAIL_RIGHTS_VIOLATION,Used An Unverified Government Endorsement,"We found the claims made in the thumbnail image either needed further permissions or made unverified endorsement claims. The thumbnail image: 


Used an unverified government endorsement. 


For example: Pierre Poilievre
Leader of the Official Opposition of Canada


To improve your thumbnail image, submit documentation verifying the details of it to Taboola's legal team or consider replacing it with one that uses more reasonable claims."
Copyrights and Competitive Claims,194630155,3833920049,http://cdn.taboola.com/libtrc/static/thumbnails/139885dd8ff7e1f7e6bd5c4d8ea6266d.jpg,"Prime Is Now $179, But Few Know This Free Savings Hack",The Actual Cost of Amazon Prime in 2023 May Surprise You,rejected,rejected,"The thumbnail image used in the advertisement appears to make unverified endorsement claims related to Amazon, which requires documented permission. The ad does not provide evidence of such permission.","[""1.1"", ""1.3""]",199266049,3950051522,http://cdn.taboola.com/libtrc/static/thumbnails/3ee92187cc2ff6d863c0eecbf07b44cf.png,Don't Pay $179/Year for Amazon Prime - Use This Trick Instead,"This simple trick can save tons of money on Amazon, but most Prime members are ignoring it.",approved,(null),(null),(null)
Copyrights and Competitive Claims,194630155,3833920049,http://cdn.taboola.com/libtrc/static/thumbnails/139885dd8ff7e1f7e6bd5c4d8ea6266d.jpg,"Prime Is Now $179, But Few Know This Free Savings Hack",The Actual Cost of Amazon Prime in 2023 May Surprise You,rejected,rejected,"The thumbnail image used in the advertisement appears to make unverified endorsement claims related to Amazon, which requires documented permission. The ad does not provide evidence of such permission.","[""1.1"", ""1.3""]",206499893,3975136286,http://cdn.taboola.com/libtrc/static/thumbnails/6a18292739ffe38b3f0a4f78bfd4eb9b.jpg,This Is What Lawyers Might Cost You in 2024,(null),approved,(null),(null),(null)
Copyrights and Competitive Claims,194630155,3833920049,http://cdn.taboola.com/libtrc/static/thumbnails/139885dd8ff7e1f7e6bd5c4d8ea6266d.jpg,"Prime Is Now $179, But Few Know This Free Savings Hack",The Actual Cost of Amazon Prime in 2023 May Surprise You,rejected,rejected,"The thumbnail image used in the advertisement appears to make unverified endorsement claims related to Amazon, which requires documented permission. The ad does not provide evidence of such permission.","[""1.1"", ""1.3""]",175121665,3893148434,http://cdn.taboola.com/libtrc/static/thumbnails/92310b569d3309cd2e46fa7a493cd200.jpg,Here Is The Cost To Be Cremated In 2023 (Take A Look At Prices),This Is How Much Cremation Costs In 2024 - Search Today,approved,(null),(null),(null)
Copyrights and Competitive Claims,194630155,3833920049,http://cdn.taboola.com/libtrc/static/thumbnails/139885dd8ff7e1f7e6bd5c4d8ea6266d.jpg,"Prime Is Now $179, But Few Know This Free Savings Hack",The Actual Cost of Amazon Prime in 2023 May Surprise You,rejected,rejected,"The thumbnail image used in the advertisement appears to make unverified endorsement claims related to Amazon, which requires documented permission. The ad does not provide evidence of such permission.","[""1.1"", ""1.3""]",147520452,3708348021,https://console.brax-cdn.com/creatives/44dd7285-cd6a-4a0f-9085-8137587509a3/images/feb-test-v1__b6cb4ccb-00c3-46fc-b136-52ef787cd858_1000x600.jpeg,The Surprising Truth: This Is How Much Solar Panels Should Actually Cost,Brits: This Is How Much Solar Panels Should Really Cost,approved,(null),(null),(null)
Copyrights and Competitive Claims,194630155,3833920049,http://cdn.taboola.com/libtrc/static/thumbnails/139885dd8ff7e1f7e6bd5c4d8ea6266d.jpg,"Prime Is Now $179, But Few Know This Free Savings Hack",The Actual Cost of Amazon Prime in 2023 May Surprise You,rejected,rejected,"The thumbnail image used in the advertisement appears to make unverified endorsement claims related to Amazon, which requires documented permission. The ad does not provide evidence of such permission.","[""1.1"", ""1.3""]",209150373,4030777138,http://cdn.taboola.com/libtrc/static/thumbnails/2f516c791905d68dc012b61881f7b620.jpg,Electricians Are Surprised So Few People Know This About Solar Panels In 2024,(null),approved,(null),(null),(null)
Copyrights and Competitive Claims,194630155,3833920049,http://cdn.taboola.com/libtrc/static/thumbnails/139885dd8ff7e1f7e6bd5c4d8ea6266d.jpg,"Prime Is Now $179, But Few Know This Free Savings Hack",The Actual Cost of Amazon Prime in 2023 May Surprise You,rejected,rejected,"The thumbnail image used in the advertisement appears to make unverified endorsement claims related to Amazon, which requires documented permission. The ad does not provide evidence of such permission.","[""1.1"", ""1.3""]",195762592,3895947110,http://cdn.taboola.com/libtrc/static/thumbnails/cfea677873d08fae7871c655b1d39d44.jpg,"Prime Is Now $179, But Few Know This Free Savings Hack",The Actual Cost of Amazon Prime in 2023 May Surprise You,rejected,THUMBNAIL_RIGHTS_VIOLATION,NO_MATCH,Rejected by BS Bulk Update API
Copyrights and Competitive Claims,194630155,3833920049,http://cdn.taboola.com/libtrc/static/thumbnails/139885dd8ff7e1f7e6bd5c4d8ea6266d.jpg,"Prime Is Now $179, But Few Know This Free Savings Hack",The Actual Cost of Amazon Prime in 2023 May Surprise You,rejected,rejected,"The thumbnail image used in the advertisement appears to make unverified endorsement claims related to Amazon, which requires documented permission. The ad does not provide evidence of such permission.","[""1.1"", ""1.3""]",195148309,3906812316,http://cdn.taboola.com/libtrc/static/thumbnails/8834b69e25fb9bcd65fbd0e80424e2da.jpg,"Prime Is Now $179, But Few Know This Free Savings Hack","Prime Is Now $179, But Few Know This Free Savings Hack",rejected,THUMBNAIL_RIGHTS_VIOLATION,NO_MATCH,Rejected by BS Bulk Update API
Copyrights and Competitive Claims,194630155,3833920049,http://cdn.taboola.com/libtrc/static/thumbnails/139885dd8ff7e1f7e6bd5c4d8ea6266d.jpg,"Prime Is Now $179, But Few Know This Free Savings Hack",The Actual Cost of Amazon Prime in 2023 May Surprise You,rejected,rejected,"The thumbnail image used in the advertisement appears to make unverified endorsement claims related to Amazon, which requires documented permission. The ad does not provide evidence of such permission.","[""1.1"", ""1.3""]",155673243,3742212507,http://cdn.taboola.com/libtrc/static/thumbnails/e029ef21cde09ce646ce51d59d057882.jpeg,"Prime Is Now $179, But Few Know This Free Savings Hack",(null),rejected,THUMBNAIL_RIGHTS_VIOLATION,Used An Unverified Brand Endorsement,"We found the claims made in the thumbnail image either needed further permissions or made unverified endorsement claims. The thumbnail image:

• Used an unverified brand endorsement.

For example: amazon . 

To improve your thumbnail image, submit documentation verifying the details of it to Taboola's legal team or consider replacing it with one that uses more reasonable claims."
Copyrights and Competitive Claims,194630155,3833920049,http://cdn.taboola.com/libtrc/static/thumbnails/139885dd8ff7e1f7e6bd5c4d8ea6266d.jpg,"Prime Is Now $179, But Few Know This Free Savings Hack",The Actual Cost of Amazon Prime in 2023 May Surprise You,rejected,rejected,"The thumbnail image used in the advertisement appears to make unverified endorsement claims related to Amazon, which requires documented permission. The ad does not provide evidence of such permission.","[""1.1"", ""1.3""]",155673246,3742212575,http://cdn.taboola.com/libtrc/static/thumbnails/5cacd893aaa9c9b658f4f5a0be0f65f7.jpeg,"Prime Is Now $179, But Few Know This Free Savings Hack",(null),rejected,THUMBNAIL_RIGHTS_VIOLATION,Used An Unverified Brand Endorsement,"We found the claims made in the thumbnail image either needed further permissions or made unverified endorsement claims. The thumbnail image:

• Used an unverified brand endorsement.

For example: amazon . 

To improve your thumbnail image, submit documentation verifying the details of it to Taboola's legal team or consider replacing it with one that uses more reasonable claims."
Copyrights and Competitive Claims,194630155,3833920049,http://cdn.taboola.com/libtrc/static/thumbnails/139885dd8ff7e1f7e6bd5c4d8ea6266d.jpg,"Prime Is Now $179, But Few Know This Free Savings Hack",The Actual Cost of Amazon Prime in 2023 May Surprise You,rejected,rejected,"The thumbnail image used in the advertisement appears to make unverified endorsement claims related to Amazon, which requires documented permission. The ad does not provide evidence of such permission.","[""1.1"", ""1.3""]",155673242,3742212482,http://cdn.taboola.com/libtrc/static/thumbnails/0dcb4a851eddf645fd386feb4acf7a60.jpeg,"Prime Is Now $179, But Few Know This Free Savings Hack",(null),rejected,THUMBNAIL_RIGHTS_VIOLATION,Used An Unverified Brand Endorsement,"We found the claims made in the thumbnail image either needed further permissions or made unverified endorsement claims. The thumbnail image:

• Used an unverified brand endorsement.

For example: amazon . 

To improve your thumbnail image, submit documentation verifying the details of it to Taboola's legal team or consider replacing it with one that uses more reasonable claims."
Copyrights and Competitive Claims,180791575,3903992885,http://cdn.taboola.com/libtrc/static/thumbnails/9b502a475a5aa9c66ebd25c712153c49.png,This app pays you to test games,"Get paid to play games and take surveys on the Copper app. You can earn from $10 - $50 per game. Redeem for gift cards to Amazon, Target and more. ",rejected,approved,(null),(null),141424122,3687973842,http://cdn.taboola.com/libtrc/static/thumbnails/e2e211e59f8a79c090d428c13108262d.png,8 ways to earn money from your phone,Do you want an extra income? See here 8 ways to earn money from your phone. It's free and easy and you can start today.,approved,(null),(null),(null)
Copyrights and Competitive Claims,180791575,3903992885,http://cdn.taboola.com/libtrc/static/thumbnails/9b502a475a5aa9c66ebd25c712153c49.png,This app pays you to test games,"Get paid to play games and take surveys on the Copper app. You can earn from $10 - $50 per game. Redeem for gift cards to Amazon, Target and more. ",rejected,approved,(null),(null),207695130,4001757370,http://cdn.taboola.com/libtrc/static/thumbnails/bdf567f6b4c56c8054701a238b06413c.jpg,5 Money Mistakes to Avoid,Here are five common money missteps and the measures you can take to get back on track.,approved,(null),(null),(null)
Copyrights and Competitive Claims,180791575,3903992885,http://cdn.taboola.com/libtrc/static/thumbnails/9b502a475a5aa9c66ebd25c712153c49.png,This app pays you to test games,"Get paid to play games and take surveys on the Copper app. You can earn from $10 - $50 per game. Redeem for gift cards to Amazon, Target and more. ",rejected,approved,(null),(null),142251406,3688344702,http://cdn.taboola.com/libtrc/static/thumbnails/04034bd985eb50693a1bb24c86544273.png,These Are The Cash Back Cards To Get in 2023,"We’ve found the top cash back cards that can get you over 4% cash back on your everyday spending. Get rewarded for gas, groceries and more.",approved,(null),(null),(null)
Copyrights and Competitive Claims,180791575,3903992885,http://cdn.taboola.com/libtrc/static/thumbnails/9b502a475a5aa9c66ebd25c712153c49.png,This app pays you to test games,"Get paid to play games and take surveys on the Copper app. You can earn from $10 - $50 per game. Redeem for gift cards to Amazon, Target and more. ",rejected,approved,(null),(null),150006490,3718862161,http://cdn.taboola.com/libtrc/static/thumbnails/a48e73e4aa732f317243769ac87f68e1.jpg,Massive Cast Benefits From Using ChatGPT,"How are people using ChatGPT to make money? AI and ChatGPT do not offer get-rich-quick schemes. But if you are willing to put in the time and couple ChatGPT with your other skills, you can easily earn $1,000 per month or more.",approved,(null),(null),(null)
Copyrights and Competitive Claims,180791575,3903992885,http://cdn.taboola.com/libtrc/static/thumbnails/9b502a475a5aa9c66ebd25c712153c49.png,This app pays you to test games,"Get paid to play games and take surveys on the Copper app. You can earn from $10 - $50 per game. Redeem for gift cards to Amazon, Target and more. ",rejected,approved,(null),(null),199266049,3950051522,http://cdn.taboola.com/libtrc/static/thumbnails/3ee92187cc2ff6d863c0eecbf07b44cf.png,Don't Pay $179/Year for Amazon Prime - Use This Trick Instead,"This simple trick can save tons of money on Amazon, but most Prime members are ignoring it.",approved,(null),(null),(null)
Copyrights and Competitive Claims,180791575,3903992885,http://cdn.taboola.com/libtrc/static/thumbnails/9b502a475a5aa9c66ebd25c712153c49.png,This app pays you to test games,"Get paid to play games and take surveys on the Copper app. You can earn from $10 - $50 per game. Redeem for gift cards to Amazon, Target and more. ",rejected,approved,(null),(null),194707203,3939645081,http://cdn.taboola.com/libtrc/static/thumbnails/a7b43365b1ec6cd608836731911b5b8b.jpg,Earn money with your moment time," Answer, play and shop to earn money easily，face to global members.",rejected,THUMBNAIL_RIGHTS_VIOLATION,Used An Unverified Brand Endorsement,"We found the claims made in the thumbnail image either needed further permissions or made unverified endorsement claims. The thumbnail image:

• Used an unverified brand endorsement.

For example: Used an unverified brand endorsement.

To improve your thumbnail image, submit documentation verifying the details of it to Taboola's legal team or consider replacing it with one that uses more reasonable claims. "
Copyrights and Competitive Claims,180791575,3903992885,http://cdn.taboola.com/libtrc/static/thumbnails/9b502a475a5aa9c66ebd25c712153c49.png,This app pays you to test games,"Get paid to play games and take surveys on the Copper app. You can earn from $10 - $50 per game. Redeem for gift cards to Amazon, Target and more. ",rejected,approved,(null),(null),140688803,3685650086,http://cdn.taboola.com/libtrc/static/thumbnails/9f5ab4084c4793176fc0fac8a57fb33d.jpg,Americans Rush to take Advantage of Billions in Debt Settlements and Relief​ - That's Life Advice,(null),rejected,THUMBNAIL_RIGHTS_VIOLATION,Used An Unverified Brand Endorsement,"We found the claims made in the thumbnail image either needed further permissions or made unverified endorsement claims. The thumbnail image: 

Used an unverified brand endorsement.

For example: features ""wells fargo"" 

To improve your thumbnail image, submit documentation verifying the details of it to Taboola's legal team or consider rewriting it or replacing it with one that uses more reasonable claims."
Copyrights and Competitive Claims,180791575,3903992885,http://cdn.taboola.com/libtrc/static/thumbnails/9b502a475a5aa9c66ebd25c712153c49.png,This app pays you to test games,"Get paid to play games and take surveys on the Copper app. You can earn from $10 - $50 per game. Redeem for gift cards to Amazon, Target and more. ",rejected,approved,(null),(null),199835803,3951297578,http://cdn.taboola.com/libtrc/static/thumbnails/e6340172fa5b1b81f430c8afddfa735f.png,Save Money on Car Insurance in ${region:capitalized}$,Auto Insurance Checker - Get the best price on Car Insurance. Save up to $500! Get discounts for having no accidents/tickets and hidden things like if you're a college alumni! Check today to see if you can save $ on your car insurance bill.,rejected,THUMBNAIL_RIGHTS_VIOLATION,Used An Unverified Government Endorsement,"We found the claims made in the thumbnail image either needed further permissions or made unverified endorsement claims. The thumbnail image:

• Used an unverified government endorsement.

For example: Used an unverified government endorsement.

To improve your thumbnail image, submit documentation verifying the details of it to Taboola's legal team or consider replacing it with one that uses more reasonable claims. "
Copyrights and Competitive Claims,180791575,3903992885,http://cdn.taboola.com/libtrc/static/thumbnails/9b502a475a5aa9c66ebd25c712153c49.png,This app pays you to test games,"Get paid to play games and take surveys on the Copper app. You can earn from $10 - $50 per game. Redeem for gift cards to Amazon, Target and more. ",rejected,approved,(null),(null),199835804,3951297723,http://cdn.taboola.com/libtrc/static/thumbnails/7e41ae0e2abdb0d5127b3be34f6187ab.png,Save Money on Car Insurance in ${region:capitalized}$,Auto Insurance Checker - Get the best price on Car Insurance. Save up to $500! Get discounts for having no accidents/tickets and hidden things like if you're a college alumni! Check today to see if you can save $ on your car insurance bill.,rejected,THUMBNAIL_RIGHTS_VIOLATION,Used An Unverified Government Endorsement,"We found the claims made in the thumbnail image either needed further permissions or made unverified endorsement claims. The thumbnail image:

• Used an unverified government endorsement.

For example: Used an unverified government endorsement.

To improve your thumbnail image, submit documentation verifying the details of it to Taboola's legal team or consider replacing it with one that uses more reasonable claims. "
