policy_domain,target_id,target_item_id,target_image_url,target_title,target_description,target_real_approval_label,target_predicted_approval_label,target_predicted_rejection_comment,target_violated_rule_ids,example_id,example_item_id,example_image_url,example_title,example_description,example_approval_label,example_predicted_rejection_reason,example_predicted_sub_rejection,example_predicted_rejection_comment
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",202737403,3957799626,http://cdn.taboola.com/libtrc/static/thumbnails/c9de5401d6b17ca55efd511c7e8175a3.jpg,Over 60's Without A Power of Attorney Should Read This,(null),approved,(null),(null),(null)
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",155172012,3732573922,http://cdn.taboola.com/libtrc/static/thumbnails/c3e8ed97964e78b1581484190c93e31d.jpg,Top 5 Stock Broker in ${country:capitalized}$,7 Tips to Save Stock Broker Time & Money - Best Brokerage Solutions You Will Find Near You - Learn All About Brokerage Services,approved,(null),(null),(null)
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",208038671,4002558271,http://cdn.taboola.com/libtrc/static/thumbnails/5c720e7a4f880ec0d01cef04eca21e1e.jpg,You Can Earn A Second Income With Salik CFD Stocks And Others,(null),approved,(null),(null),(null)
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",170904456,3883661223,http://cdn.taboola.com/libtrc/static/thumbnails/781ad8044035c52c8552c27a4c01b432.jpeg,Customers Stock Up On Gold Bars At Costco (Take A Look At The Prices),(null),approved,(null),(null),(null)
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",209070362,4030506456,http://cdn.taboola.com/libtrc/static/thumbnails/18ba3b5a4ddc90cfebc7733fb3b68c70.jpg,Medicare Recipients In For A Huge Surprise (Check Today),Most Adults on Medicare Don’t Know This (Do It Now),approved,(null),(null),(null)
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",135556911,3661415287,http://cdn.taboola.com/libtrc/static/thumbnails/ad41678a0c2fb853e0207ced6ce48d9b.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"""We found the thumbnail image:
Used sexual or suggestive imagery or depicted someone overexposed.
For example: racy wearing underwear out of context
To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery."""
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",153969327,3730181312,http://cdn.taboola.com/libtrc/static/thumbnails/2d4ab34d6cb0eea899e15c13cfe2ca2f.png,5 Strategies To Pay Off Credit Card Debt Fast,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: visible nipple outline.

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",156764363,3790443787,http://cdn.taboola.com/libtrc/static/thumbnails/163e47bca9716e2ebda307e2b2d78194.png,Need Money? Search For The Quickest Way,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: Compromising position.

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",160132438,3837254981,http://cdn.taboola.com/libtrc/static/thumbnails/758fca216cfec8b980cfeb30d1546097.jpg,Need repairs on your Council Owned Home!?,Attention Council & Housing Association Tenants! If your landlord has ignored your request for repairs click here to Check to see if you are eligible for a free consultation.  You could get free home repairs and compensation for your trouble.,rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.


To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",134859299,3659143012,http://cdn.taboola.com/libtrc/static/thumbnails/21498711ca81e46f6781692daf35b602.png,"How To Reduce Debt Over R50,000 (Without Another Loan)",Credit Card Debt - Personal Loans - Late Payments,rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image: 
 
Used sexual or suggestive imagery or depicted someone overexposed.

For example: exposed breast

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery."
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",131279202,3625371269,http://cdn.taboola.com/libtrc/static/thumbnails/2699146a75d9ba0188088b99ac9a0d09.png,Bet $5 On The Chiefs vs. Jaguars & Get $150 Back Instantly,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image: 


Used sexual or suggestive imagery or depicted someone overexposed.

For example: focusing on intimate body part

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery."
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",195126334,3940547979,http://cdn.taboola.com/libtrc/static/thumbnails/c29858628edc3f76317c681e93771e61.jpg,Hims & Hers Stock Falls on CEO’s Palestine Support,Get Full Stock Analysis,rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: Sexually suggestive image.

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",148864907,3715308334,http://cdn.taboola.com/libtrc/static/thumbnails/4eb84d0d45588a55a071ee0a91591df8.jpg,${region:capitalized}$ Banks Can't Stand When You Open This Online High Interest Account,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: sexually suggestive tongue out.

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",148864976,3715305712,http://cdn.taboola.com/libtrc/static/thumbnails/c5f0d698f73b8e699b770138bbfe49bb.jpeg,${region:capitalized}$: Banks Cannot Stand When You Switch To This Online High Interest Account,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: sexually suggestive tongue out.

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",157872747,3676714680,http://cdn.taboola.com/libtrc/static/thumbnails/af6590462e6b2ec7b2aae4c115367015.jpg,Invest in Amazon with CFDs: Watch Your Money Grow with the World's Largest Online Retailer!,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image: 

 

Used sexual or suggestive imagery or depicted someone overexposed.

For example: cleavage 

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery."
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",135866772,3662254025,http://cdn.taboola.com/libtrc/static/thumbnails/2529ca56ab443e4a4e57a3f78bb133c7.png,"Find new products and brands. Get the best deal and earn rewards—just for shopping. Online or in-store, it's easy with the Klarna app.",(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image: 

 

Used sexual or suggestive imagery or depicted someone overexposed.

For example: cleavage 

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery."
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",167225230,3876611935,http://cdn.taboola.com/libtrc/static/thumbnails/033973418cbd7f294a44771844550a5b.png,Americans On Medicare Are Due A Big Surprise With These Changes Coming,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: Underskirt.

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",132937305,3642814298,http://cdn.taboola.com/libtrc/static/thumbnails/541e762daaf13ac8746aa7747da8681e.jpg,${region:capitalized}$: Say Bye To Expensive Solar Panels If You Own A Home in  ${city:capitalized}$,(null),rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image: 

Used sexual or suggestive imagery or depicted someone overexposed.

For example: tight shirt is not allowed in solar panel campaigns

To improve your thumbnail image, consider rewriting or replacing it with one that is more appropriate for the target audience and uses positive or neutral language."
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",206272137,3974082874,http://cdn.taboola.com/libtrc/static/thumbnails/35cc0d31b5cbd7e47556ea25750e3bc2.jpg,"Own A Home? Don't Borrow From The Bank, Do This Instead (It's Genius)",Borrow without affecting your current mortgage. ,rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: suggestive .

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,135556910,3661415286,http://cdn.taboola.com/libtrc/static/thumbnails/c83be100606fe75e22f1aef834d11156.jpg,Need A Personal Loan?,"Safe & Secure, Fast Lender-Approval, Submit Online",rejected,rejected,"""The thumbnail image used sexual or suggestive imagery or depicted someone overexposed. For example: racy wearing underwear out of context. To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery.""","[""2.1"", ""2.2""]",195132988,3940499908,http://cdn.taboola.com/libtrc/static/thumbnails/6c3481dbe0a88566583af7d5fadbe34b.png,New Jeep Cherokees Only $99/Mo For Seniors (Take A Look),Unbelievable But True! Seniors Can Nearly GetUnsold Jeep Cherokees for Free,rejected,THUMBNAIL_INAPPROPRIATE,Used Sexual Or Suggestive Imagery Or Depicted Someone Overexposed,"We found the thumbnail image:

• Used sexual or suggestive imagery or depicted someone overexposed.

For example: Sexually suggestive imagery.

To improve your thumbnail image, consider replacing it with one that is more appropriate for the target audience and uses positive or neutral imagery. "
Sexualized or Skin,138340992,3677626257,http://cdn.taboola.com/libtrc/static/thumbnails/af3761274fdc58ca96aa828252601765.jpeg,Claim Your Free Whisky Investor Guide ,"Up over 500% in the last decade, is whisky the perfect inflation hedge?",approved,approved,(null),(null),149414635,3717191467,http://cdn.taboola.com/libtrc/static/thumbnails/9674ac0d5e73f1672214e98692ad6a5f.jpg,"Father Spent £4,500 On 2 Casks Of Whisky, Sells For £225,000",We help investors get involved in a billion-pound market that has shown average returns of 8-12%* Per Annum over the last couple of decades.,approved,(null),(null),(null)
Sexualized or Skin,138340992,3677626257,http://cdn.taboola.com/libtrc/static/thumbnails/af3761274fdc58ca96aa828252601765.jpeg,Claim Your Free Whisky Investor Guide ,"Up over 500% in the last decade, is whisky the perfect inflation hedge?",approved,approved,(null),(null),193329451,3936320888,http://cdn.taboola.com/libtrc/static/thumbnails/51549a2fb1e77774dedaf67b37e64112.png,Tax-Free Capital Growth: Invest in Whisky Casks,Whisky cask investment: 12.15% average ROI in 2024*,approved,(null),(null),(null)
Sexualized or Skin,138340992,3677626257,http://cdn.taboola.com/libtrc/static/thumbnails/af3761274fdc58ca96aa828252601765.jpeg,Claim Your Free Whisky Investor Guide ,"Up over 500% in the last decade, is whisky the perfect inflation hedge?",approved,approved,(null),(null),203191209,3958683343,http://cdn.taboola.com/libtrc/static/thumbnails/35d351110b008c7c8a462968852ac0b2.jpg,Uncover the Stock Shaking Up the EV Market,Uncover the untapped potential of this under-the-radar stock. Get the full name and symbol here.,approved,(null),(null),(null)
Sexualized or Skin,138340992,3677626257,http://cdn.taboola.com/libtrc/static/thumbnails/af3761274fdc58ca96aa828252601765.jpeg,Claim Your Free Whisky Investor Guide ,"Up over 500% in the last decade, is whisky the perfect inflation hedge?",approved,approved,(null),(null),147520805,3708254330,http://cdn.taboola.com/libtrc/static/thumbnails/b9c83ea6f75ac453e5c1364313b4c242.jpg,Lithium: The Key to A Greener World?,A lithium expert explains how in the latest series of IC Your Trade.,approved,(null),(null),(null)
Sexualized or Skin,138340992,3677626257,http://cdn.taboola.com/libtrc/static/thumbnails/af3761274fdc58ca96aa828252601765.jpeg,Claim Your Free Whisky Investor Guide ,"Up over 500% in the last decade, is whisky the perfect inflation hedge?",approved,approved,(null),(null),199425069,3949856948,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/FKF/1328784596__YdZVItQp.jpg,CEO says this is worth 34 Nvidias,Will This Make the World's First Trillionaire?,approved,(null),(null),(null)
